store_type,store_id,type,type2,size,price,price_per_oz,price_per_oz_c,taxed,supp,product_id,time,Sample
4,19,SODA,,12,1.39,0.1158333333,11.58333333,1,0,58,MARCH2015,0
4,19,SODA,,20,1.79,0.0895,8.95,1,0,59,MARCH2015,0
4,19,WATER,,20,1.39,0.0695,6.95,0,0,79,MARCH2015,0
4,19,TEA-DIET,,23,0.99,0.04304347826,4.304347826,0,0,103,MARCH2015,0
4,19,SODA-DIET,,12,1.39,0.1158333333,11.58333333,0,0,104,MARCH2015,0
4,19,SODA-DIET,,20,1.79,0.0895,8.95,0,0,105,MARCH2015,0
4,19,ENERGY-DIET,,6,2.59,0.4316666667,43.16666667,0,0,108,MARCH2015,1
4,19,SODA-DIET,,20,1.79,0.0895,8.95,0,0,110,MARCH2015,0
4,19,SODA-DIET,,20,1.79,0.0895,8.95,0,0,112,MARCH2015,0
4,19,ENERGY-DIET,,8.4,2.59,0.3083333333,30.83333333,0,0,113,MARCH2015,1
4,19,ENERGY-DIET,,6,2.59,0.4316666667,43.16666667,0,0,114,MARCH2015,1
4,19,SODA,,12,1.39,0.1158333333,11.58333333,1,0,126,MARCH2015,0
4,19,SODA,,20,1.79,0.0895,8.95,1,1,130,MARCH2015,0
4,19,SPORT,,28,2.29,0.08178571429,8.178571429,1,0,140,MARCH2015,0
4,19,JUICE,,15.2,1.89,0.1243421053,12.43421053,0,0,160,MARCH2015,0
4,19,ENERGY,,6,2.59,0.4316666667,43.16666667,1,0,162,MARCH2015,1
4,19,SODA,,20,1.79,0.0895,8.95,1,0,172,MARCH2015,0
4,19,SODA,,20,1.79,0.0895,8.95,1,0,189,MARCH2015,0
4,19,ENERGY,,8.4,2.59,0.3083333333,30.83333333,1,0,193,MARCH2015,1
4,19,ENERGY,,6,2.59,0.4316666667,43.16666667,1,0,195,MARCH2015,1
4,19,TEA,,6,1.39,0.2316666667,23.16666667,1,0,207,MARCH2015,0
4,19,TEA,,32,1.99,0.0621875,6.21875,1,1,207,MARCH2015,0
4,19,SODA,,20,1.79,0.0895,8.95,1,0,214,MARCH2015,0
4,19,JUICE,,12,1.69,0.1408333333,14.08333333,0,0,230,MARCH2015,0
4,19,JUICE,COCONUT WATER,16.9,2.89,0.1710059172,17.10059172,0,0,232,MARCH2015,0
4,19,WATER-SWEET,,20,1.69,0.0845,8.45,1,1,235,MARCH2015,0
2,14,TEA,,23,0.99,0.04304347826,4.304347826,1,0,32,MARCH2015,0
2,14,TEA,,23,0.99,0.04304347826,4.304347826,1,0,33,MARCH2015,0
2,14,MILK,LOW FAT MILK,64,3.49,0.05453125,5.453125,0,0,41,MARCH2015,0
2,14,MILK,WHOLE MILK,64,3.49,0.05453125,5.453125,0,0,43,MARCH2015,0
2,14,SODA,,12,0.99,0.0825,8.25,1,0,58,MARCH2015,0
2,14,SODA,,20,1.94,0.097,9.7,1,0,59,MARCH2015,1
2,14,SODA,,67.6,2.29,0.03387573964,3.387573964,1,0,60,MARCH2015,1
2,14,WATER,,23.6,1.39,0.05889830508,5.889830508,0,0,77,MARCH2015,0
2,14,SODA-DIET,,67.6,2.29,0.03387573964,3.387573964,0,0,97,MARCH2015,1
2,14,SODA-DIET,,67.6,2.39,0.03535502959,3.535502959,0,0,98,MARCH2015,0
2,14,SODA-DIET,,67.6,2.39,0.03535502959,3.535502959,0,0,99,MARCH2015,0
2,14,SODA-DIET,,67.6,2.39,0.03535502959,3.535502959,0,0,100,MARCH2015,0
2,14,TEA-DIET,,23,0.99,0.04304347826,4.304347826,0,0,103,MARCH2015,0
2,14,SODA-DIET,,20,1.94,0.097,9.7,0,0,105,MARCH2015,1
2,14,SODA-DIET,,12,0.99,0.0825,8.25,0,0,106,MARCH2015,0
2,14,SODA,,67.6,2.29,0.03387573964,3.387573964,1,0,125,MARCH2015,0
2,14,SODA,,12,0.99,0.0825,8.25,1,0,126,MARCH2015,0
2,14,SODA,,20,0.99,0.0495,4.95,1,1,130,MARCH2015,0
2,14,SODA,,6,0.99,0.165,16.5,1,0,133,MARCH2015,0
2,14,SODA,,28,1.89,0.0675,6.75,1,1,138,MARCH2015,0
2,14,MILK,LOW FAT MILK,64,5.49,0.08578125,8.578125,0,0,144,MARCH2015,0
2,14,JUICE,,15.2,1.99,0.1309210526,13.09210526,0,0,160,MARCH2015,0
2,14,ENERGY,,6,2.29,0.3816666667,38.16666667,1,0,162,MARCH2015,1
2,14,JUICE,COCONUT WATER,16.9,1.69,0.1,10,0,1,179,MARCH2015,0
2,14,SODA,,67.6,2.29,0.03387573964,3.387573964,1,0,190,MARCH2015,0
2,14,ENERGY,,6,2.29,0.3816666667,38.16666667,1,0,195,MARCH2015,1
2,14,TEA,,6,3.75,0.625,62.5,1,0,196,MARCH2015,0
2,14,TEA,,6,1.44,0.24,24,1,0,207,MARCH2015,0
2,14,SODA,,12,0.99,0.0825,8.25,1,0,213,MARCH2015,1
2,14,SODA,,20,1.94,0.097,9.7,1,0,214,MARCH2015,0
2,14,SODA,,67.6,2.29,0.03387573964,3.387573964,1,0,215,MARCH2015,1
2,14,SODA,,20,0.99,0.0495,4.95,1,0,219,MARCH2015,1
2,14,JUICE,,12,2.25,0.1875,18.75,0,0,230,MARCH2015,0
2,14,JUICE,,59,5.49,0.09305084746,9.305084746,0,0,231,MARCH2015,0
2,22,WATER,,96,1,0.01041666667,1.041666667,0,1,68,MARCH2015,0
2,22,SODA-DIET,,16.9,1,0.05917159763,5.917159763,0,1,82,MARCH2015,0
2,22,SODA-DIET,,20,1,0.05,5,0,1,86,MARCH2015,0
2,22,SODA-DIET,,82.5,1,0.01212121212,1.212121212,0,1,94,MARCH2015,0
2,22,SODA-DIET,,20,1,0.05,5,0,0,112,MARCH2015,0
2,23,WATER,,33.8,1.68,0.04970414201,4.970414201,0,0,29,MARCH2015,0
2,23,JUICE DRINK,,6,0.65,0.1083333333,10.83333333,1,0,47,MARCH2015,1
2,23,SODA,,12,0.84,0.07,7,1,0,58,MARCH2015,1
2,23,SODA,,20,1.95,0.0975,9.75,1,0,59,MARCH2015,1
2,23,SODA-DIET,,20,1.95,0.0975,9.75,0,0,61,MARCH2015,1
2,23,WATER,,49.5,1.78,0.03595959596,3.595959596,0,1,66,MARCH2015,1
2,23,SODA-DIET,,67.6,2.34,0.03461538462,3.461538462,0,0,100,MARCH2015,1
2,23,SODA-DIET,,12,0.84,0.07,7,0,0,104,MARCH2015,1
2,23,SODA-DIET,,20,1.95,0.0975,9.75,0,0,105,MARCH2015,1
2,23,ENERGY-DIET,,6,2.39,0.3983333333,39.83333333,0,0,108,MARCH2015,1
2,23,SODA-DIET,,20,1.95,0.0975,9.75,0,0,110,MARCH2015,0
2,23,SODA-DIET,,20,1.95,0.0975,9.75,0,0,112,MARCH2015,1
2,23,ENERGY-DIET,,8.4,2.39,0.2845238095,28.45238095,0,0,113,MARCH2015,1
2,23,ENERGY-DIET,,6,2.39,0.3983333333,39.83333333,0,0,114,MARCH2015,1
2,23,SODA,,67.6,2.34,0.03461538462,3.461538462,1,0,125,MARCH2015,0
2,23,SODA,,20,2,0.1,10,1,1,130,MARCH2015,0
2,23,SPORT,,28,1.9,0.06785714286,6.785714286,1,0,140,MARCH2015,1
2,23,ENERGY,,6,2.39,0.3983333333,39.83333333,1,0,162,MARCH2015,1
2,23,SODA,,33.8,2.34,0.06923076923,6.923076923,1,0,170,MARCH2015,1
2,23,SODA,,12,0.84,0.07,7,1,0,171,MARCH2015,1
2,23,SODA,,20,1.95,0.0975,9.75,1,0,172,MARCH2015,1
2,23,SODA,,12,0.84,0.07,7,1,0,188,MARCH2015,0
2,23,SODA,,20,1.95,0.0975,9.75,1,0,189,MARCH2015,1
2,23,SODA,,67.6,2.34,0.03461538462,3.461538462,1,0,190,MARCH2015,1
2,23,ENERGY,,8.4,2.39,0.2845238095,28.45238095,1,0,193,MARCH2015,1
2,23,ENERGY,,6,2.39,0.3983333333,39.83333333,1,0,195,MARCH2015,1
2,23,TEA,,6,3.76,0.6266666667,62.66666667,1,0,196,MARCH2015,1
2,23,TEA,,6,1.95,0.325,32.5,1,0,207,MARCH2015,0
2,23,SODA,,12,0.84,0.07,7,1,0,213,MARCH2015,1
2,23,SODA,,20,1.95,0.0975,9.75,1,0,214,MARCH2015,1
2,23,SODA,,20,1.95,0.0975,9.75,1,0,219,MARCH2015,1
2,23,JUICE,COCONUT WATER,16.9,3.06,0.1810650888,18.10650888,0,0,232,MARCH2015,0
4,4,TEA,,23,0.99,0.04304347826,4.304347826,1,0,32,MARCH2015,1
4,4,TEA,,23,0.99,0.04304347826,4.304347826,1,0,33,MARCH2015,1
4,4,WATER,,33.8,1.74,0.05147928994,5.147928994,0,0,38,MARCH2015,0
4,4,MILK,WHOLE MILK,64,3.49,0.05453125,5.453125,0,0,43,MARCH2015,1
4,4,SODA,,12,0.89,0.07416666667,7.416666667,1,0,58,MARCH2015,1
4,4,SODA,,20,1.69,0.0845,8.45,1,0,59,MARCH2015,1
4,4,SODA,,67.6,2.89,0.04275147929,4.275147929,1,0,60,MARCH2015,1
4,4,SODA-DIET,,20,1.69,0.0845,8.45,0,0,61,MARCH2015,0
4,4,WATER,,23.6,1.44,0.06101694915,6.101694915,0,0,77,MARCH2015,1
4,4,WATER,,20,1.54,0.077,7.7,0,0,79,MARCH2015,1
4,4,SODA-DIET,,67.6,2.89,0.04275147929,4.275147929,0,0,97,MARCH2015,1
4,4,SODA-DIET,,20,1.69,0.0845,8.45,0,0,105,MARCH2015,1
4,4,SODA,,6,0.99,0.165,16.5,1,0,133,MARCH2015,0
4,4,SPORT,,28,1.54,0.055,5.5,1,0,140,MARCH2015,1
4,4,JUICE,,15.2,2.29,0.1506578947,15.06578947,0,0,160,MARCH2015,1
4,4,ENERGY,,6,2.49,0.415,41.5,1,0,162,MARCH2015,1
4,4,SODA,,20,1.69,0.0845,8.45,1,0,172,MARCH2015,1
4,4,SODA,,20,1.69,0.0845,8.45,1,0,189,MARCH2015,1
4,4,SODA,,67.6,2.98,0.04408284024,4.408284024,1,0,190,MARCH2015,1
4,4,ENERGY,,8.4,2.29,0.2726190476,27.26190476,1,0,193,MARCH2015,1
4,4,ENERGY,,6,2.49,0.415,41.5,1,0,195,MARCH2015,1
4,4,SODA,,20,1.69,0.0845,8.45,1,0,214,MARCH2015,1
4,4,SODA,,67.6,2.89,0.04275147929,4.275147929,1,0,215,MARCH2015,0
4,4,JUICE,COCONUT WATER,16.9,2.49,0.1473372781,14.73372781,0,0,232,MARCH2015,1
2,17,MILK,LOW FAT MILK,128,4.88,0.038125,3.8125,0,0,40,MARCH2015,1
2,17,MILK,LOW FAT MILK,64,3.1,0.0484375,4.84375,0,0,41,MARCH2015,1
2,17,MILK,WHOLE MILK,128,4.88,0.038125,3.8125,0,0,42,MARCH2015,1
2,17,MILK,WHOLE MILK,64,3.1,0.0484375,4.84375,0,0,43,MARCH2015,1
2,17,SODA,,12,1.06,0.08833333333,8.833333333,1,0,58,MARCH2015,0
2,17,SODA-DIET,,12,1.06,0.08833333333,8.833333333,0,0,104,MARCH2015,1
2,17,SODA-DIET,,12,1.06,0.08833333333,8.833333333,0,0,111,MARCH2015,0
2,17,ENERGY-DIET,,8.4,2.17,0.2583333333,25.83333333,0,0,113,MARCH2015,1
2,17,SODA,,12,1.06,0.08833333333,8.833333333,1,0,126,MARCH2015,0
2,17,SODA,,6,1.15,0.1916666667,19.16666667,1,0,133,MARCH2015,0
2,17,ENERGY,,6,2.17,0.3616666667,36.16666667,1,0,162,MARCH2015,0
2,17,SODA,,12,1.06,0.08833333333,8.833333333,1,0,171,MARCH2015,0
2,17,SODA,,20,1.73,0.0865,8.65,1,0,172,MARCH2015,1
2,17,SODA,,12,1.06,0.08833333333,8.833333333,1,0,188,MARCH2015,1
2,17,ENERGY,,8.4,2.17,0.2583333333,25.83333333,1,0,193,MARCH2015,1
2,17,ENERGY,,6,2.17,0.3616666667,36.16666667,1,0,195,MARCH2015,1
2,17,SODA,,20,0.83,0.0415,4.15,1,0,219,MARCH2015,1
1,13,SODA,,20,1.49,0.0745,7.45,1,0,59,MARCH2015,1
1,13,SODA-DIET,,20,1.49,0.0745,7.45,0,0,61,MARCH2015,0
1,13,MILK,WHOLE MILK,64,1.89,0.02953125,2.953125,0,1,72,MARCH2015,0
1,13,SODA-DIET,,72,2.44,0.03388888889,3.388888889,0,1,87,MARCH2015,0
1,13,SODA-DIET,,72,2.29,0.03180555556,3.180555556,0,1,92,MARCH2015,0
1,13,SODA-DIET,,20,1.49,0.0745,7.45,0,0,105,MARCH2015,0
1,13,ENERGY-DIET,,6,1.89,0.315,31.5,0,0,108,MARCH2015,0
1,13,SODA-DIET,,20,1.49,0.0745,7.45,0,0,112,MARCH2015,0
1,13,SODA,,72,2.71,0.03763888889,3.763888889,1,1,120,MARCH2015,0
1,13,JUICE DRINK,,0.19,0.1,0.5263157895,52.63157895,1,1,154,MARCH2015,0
1,13,SODA,,72,2.71,0.03763888889,3.763888889,1,1,164,MARCH2015,0
1,13,SODA,,20,1.69,0.0845,8.45,1,0,172,MARCH2015,0
1,13,SODA,,72,2.29,0.03180555556,3.180555556,1,1,182,MARCH2015,0
1,13,SODA,,20,1.49,0.0745,7.45,1,0,189,MARCH2015,0
1,13,ENERGY,,6,1.89,0.315,31.5,1,0,195,MARCH2015,0
1,13,SODA,,20,1.49,0.0745,7.45,1,0,214,MARCH2015,1
1,13,SODA,,66,1.88,0.02848484848,2.848484848,1,1,218,MARCH2015,0
1,13,SODA,,20,1.49,0.0745,7.45,1,0,219,MARCH2015,0
2,9,MILK,LOW FAT MILK,128,3.99,0.031171875,3.1171875,0,0,40,MARCH2015,0
2,9,MILK,LOW FAT MILK,64,2.66,0.0415625,4.15625,0,0,41,MARCH2015,0
2,9,MILK,WHOLE MILK,128,3.99,0.031171875,3.1171875,0,0,42,MARCH2015,1
2,9,MILK,WHOLE MILK,64,2.66,0.0415625,4.15625,0,0,43,MARCH2015,1
2,9,SODA,,12,0.83,0.06916666667,6.916666667,1,0,58,MARCH2015,1
2,9,SODA,,20,1.69,0.0845,8.45,1,0,59,MARCH2015,1
2,9,SODA,,67.6,2.49,0.03683431953,3.683431953,1,0,60,MARCH2015,1
2,9,SODA-DIET,,67.6,2.11,0.03121301775,3.121301775,0,0,97,MARCH2015,0
2,9,SODA-DIET,,12,0.83,0.06916666667,6.916666667,0,0,104,MARCH2015,1
2,9,SODA-DIET,,20,1.69,0.0845,8.45,0,0,105,MARCH2015,1
2,9,ENERGY-DIET,,6,2.16,0.36,36,0,0,108,MARCH2015,0
2,9,SODA-DIET,,12,0.99,0.0825,8.25,0,0,111,MARCH2015,0
2,9,ENERGY-DIET,,6,2.16,0.36,36,0,0,114,MARCH2015,1
2,9,SPORT,,28,2.11,0.07535714286,7.535714286,1,0,140,MARCH2015,1
2,9,SODA,,12,1.49,0.1241666667,12.41666667,1,1,15,MARCH2015,0
2,9,ENERGY,,6,2.16,0.36,36,1,0,162,MARCH2015,1
2,9,SODA,,20,1.69,0.0845,8.45,1,0,172,MARCH2015,1
2,9,SODA,,12,0.99,0.0825,8.25,1,0,188,MARCH2015,1
2,9,SODA,,20,1.69,0.0845,8.45,1,0,189,MARCH2015,1
2,9,ENERGY,,8.4,2.16,0.2571428571,25.71428571,1,0,193,MARCH2015,1
2,9,ENERGY,,6,2.16,0.36,36,1,0,195,MARCH2015,1
2,9,SODA,,12,0.99,0.0825,8.25,1,0,213,MARCH2015,1
2,9,SODA,,67.6,2.11,0.03121301775,3.121301775,1,0,215,MARCH2015,1
2,9,SODA,,20,0.99,0.0495,4.95,1,0,219,MARCH2015,1
2,9,JUICE DRINK,,16,1.49,0.093125,9.3125,1,1,220,MARCH2015,1
2,9,JUICE,,59,3.45,0.05847457627,5.847457627,0,0,231,MARCH2015,0
2,9,JUICE,COCONUT WATER,16.9,2.61,0.1544378698,15.44378698,0,0,232,MARCH2015,1
2,9,ENERGY,,16,0.99,0.061875,6.1875,1,1,233,MARCH2015,1
2,5,TEA,,23,0.99,0.04304347826,4.304347826,1,0,32,MARCH2015,1
2,5,TEA,,23,0.99,0.04304347826,4.304347826,1,0,33,MARCH2015,0
2,5,MILK,WHOLE MILK,128,4.29,0.033515625,3.3515625,0,0,42,MARCH2015,1
2,5,MILK,WHOLE MILK,64,3.29,0.05140625,5.140625,0,0,43,MARCH2015,1
2,5,SODA,,12,0.79,0.06583333333,6.583333333,1,0,58,MARCH2015,1
2,5,SODA,,20,1.79,0.0895,8.95,1,0,59,MARCH2015,1
2,5,SODA-DIET,,67.6,2.29,0.03387573964,3.387573964,0,0,97,MARCH2015,1
2,5,TEA-DIET,,23,0.99,0.04304347826,4.304347826,0,0,103,MARCH2015,0
2,5,SODA-DIET,,20,1.79,0.0895,8.95,0,0,105,MARCH2015,1
2,5,SODA-DIET,,20,1.59,0.0795,7.95,0,0,112,MARCH2015,0
2,5,ENERGY-DIET,,8.4,2.29,0.2726190476,27.26190476,0,0,113,MARCH2015,1
2,5,SODA,,67.6,2.29,0.03387573964,3.387573964,1,0,125,MARCH2015,0
2,5,SPORT,,28,1.79,0.06392857143,6.392857143,1,0,140,MARCH2015,1
2,5,SODA,,12.5,1.39,0.1112,11.12,1,0,153,MARCH2015,1
2,5,SODA,,20,1.59,0.0795,7.95,1,0,172,MARCH2015,0
2,5,SODA,,20,1.59,0.0795,7.95,1,0,189,MARCH2015,0
2,5,ENERGY,,8.4,2.29,0.2726190476,27.26190476,1,0,193,MARCH2015,1
2,5,TEA,,6,1.59,0.265,26.5,1,0,207,MARCH2015,0
2,5,SODA,,20,1.79,0.0895,8.95,1,0,214,MARCH2015,1
2,26,MILK,LOW FAT MILK,128,4.49,0.035078125,3.5078125,0,0,40,MARCH2015,0
2,26,MILK,LOW FAT MILK,64,2.89,0.04515625,4.515625,0,0,41,MARCH2015,0
2,26,MILK,WHOLE MILK,128,4.49,0.035078125,3.5078125,0,0,42,MARCH2015,1
2,26,MILK,WHOLE MILK,64,2.89,0.04515625,4.515625,0,0,43,MARCH2015,1
2,26,SODA,,240,8.99,0.03745833333,3.745833333,1,1,13,MARCH2015,0
2,26,SODA-DIET,,67.6,2.49,0.03683431953,3.683431953,0,0,57,MARCH2015,0
2,26,SODA,,67.6,2.49,0.03683431953,3.683431953,1,0,60,MARCH2015,1
2,26,SODA-DIET,,67.6,2.49,0.03683431953,3.683431953,0,0,97,MARCH2015,1
2,26,SODA-DIET,,67.6,1.79,0.02647928994,2.647928994,0,0,100,MARCH2015,0
2,26,ENERGY-DIET,,6,2.29,0.3816666667,38.16666667,0,0,108,MARCH2015,1
2,26,SODA-DIET,,20,1.59,0.0795,7.95,0,0,112,MARCH2015,0
2,26,ENERGY-DIET,,8.4,2.29,0.2726190476,27.26190476,0,0,113,MARCH2015,1
2,26,JUICE,COCONUT WATER,50,2.19,0.0438,4.38,0,1,14,MARCH2015,0
2,26,SPORT,,28,1.99,0.07107142857,7.107142857,1,0,140,MARCH2015,0
2,26,ENERGY,,6,2.29,0.3816666667,38.16666667,1,0,162,MARCH2015,0
2,26,SODA,,12,1.59,0.1325,13.25,1,0,171,MARCH2015,0
2,26,SODA,,20,1.59,0.0795,7.95,1,0,189,MARCH2015,0
2,26,SODA,,67.6,1.79,0.02647928994,2.647928994,1,0,190,MARCH2015,0
2,26,ENERGY,,8.4,2.29,0.2726190476,27.26190476,1,0,193,MARCH2015,1
2,26,TEA,,6,3.59,0.5983333333,59.83333333,1,0,196,MARCH2015,1
2,26,SODA,,240,7.99,0.03329166667,3.329166667,1,1,17,MARCH2015,0
2,7,SODA,,12,0.9,0.075,7.5,1,0,58,MARCH2015,1
2,7,SODA-DIET,,12,0.9,0.075,7.5,0,0,104,MARCH2015,0
2,7,SODA,,12,0.9,0.075,7.5,1,0,188,MARCH2015,1
2,18,SODA,,12,0.75,0.0625,6.25,1,0,58,MARCH2015,1
2,18,SODA-DIET,,12,0.75,0.0625,6.25,0,0,104,MARCH2015,0
2,18,SODA,,12,0.75,0.0625,6.25,1,0,213,MARCH2015,0
1,3,WATER,,33.8,1.99,0.05887573964,5.887573964,0,0,29,MARCH2015,1
1,3,TEA,,23,0.99,0.04304347826,4.304347826,1,0,32,MARCH2015,1
1,3,TEA,,23,0.99,0.04304347826,4.304347826,1,0,33,MARCH2015,1
1,3,SODA,,144,6.99,0.04854166667,4.854166667,1,1,50,MARCH2015,0
1,3,SODA-DIET,,67.6,1.99,0.02943786982,2.943786982,0,0,57,MARCH2015,1
1,3,SODA,,20,1.99,0.0995,9.95,1,0,59,MARCH2015,1
1,3,SODA,,67.6,2.67,0.03949704142,3.949704142,1,0,60,MARCH2015,1
1,3,SODA-DIET,,20,1.99,0.0995,9.95,0,0,61,MARCH2015,1
1,3,WATER,,20,1.89,0.0945,9.45,0,0,79,MARCH2015,1
1,3,SODA-DIET,,144,6.99,0.04854166667,4.854166667,0,1,81,MARCH2015,1
1,3,SODA-DIET,,144,6.99,0.04854166667,4.854166667,0,1,85,MARCH2015,1
1,3,SODA-DIET,,144,6.99,0.04854166667,4.854166667,0,1,90,MARCH2015,1
1,3,SODA-DIET,,144,6.99,0.04854166667,4.854166667,0,1,91,MARCH2015,1
1,3,SODA-DIET,,67.6,1.99,0.02943786982,2.943786982,0,0,97,MARCH2015,1
1,3,SODA-DIET,,67.6,1.99,0.02943786982,2.943786982,0,0,98,MARCH2015,1
1,3,SODA-DIET,,67.6,1.99,0.02943786982,2.943786982,0,0,99,MARCH2015,1
1,3,SODA-DIET,,67.6,1.99,0.02943786982,2.943786982,0,0,100,MARCH2015,1
1,3,SODA-DIET,,67.6,1.99,0.02943786982,2.943786982,0,0,102,MARCH2015,0
1,3,SODA-DIET,,20,1.99,0.0995,9.95,0,0,105,MARCH2015,0
1,3,ENERGY-DIET,,6,2.49,0.415,41.5,0,0,108,MARCH2015,1
1,3,SODA-DIET,,20,1.99,0.0995,9.95,0,0,112,MARCH2015,0
1,3,ENERGY-DIET,,8.4,2.29,0.2726190476,27.26190476,0,0,113,MARCH2015,1
1,3,ENERGY-DIET,,6,2.29,0.3816666667,38.16666667,0,0,114,MARCH2015,1
1,3,SODA,,144,6.99,0.04854166667,4.854166667,1,1,117,MARCH2015,1
1,3,SODA,,67.6,2.67,0.03949704142,3.949704142,1,0,125,MARCH2015,1
1,3,SODA,,66,1.99,0.03015151515,3.015151515,1,1,129,MARCH2015,1
1,3,SODA,,20,1.99,0.0995,9.95,1,1,130,MARCH2015,1
1,3,SPORT,,32,2.31,0.0721875,7.21875,1,1,137,MARCH2015,1
1,3,MILK,LOW FAT MILK,64,5.69,0.08890625,8.890625,0,0,144,MARCH2015,0
1,3,MILK,WHOLE MILK,64,5.69,0.08890625,8.890625,0,0,146,MARCH2015,0
1,3,ENERGY,,6,2.49,0.415,41.5,1,0,162,MARCH2015,1
1,3,SODA,,144,6.99,0.04854166667,4.854166667,1,1,163,MARCH2015,1
1,3,SODA,,33.8,2.67,0.07899408284,7.899408284,1,0,170,MARCH2015,1
1,3,SODA,,144,6.99,0.04854166667,4.854166667,1,1,181,MARCH2015,0
1,3,SODA,,20,1.99,0.0995,9.95,1,0,189,MARCH2015,1
1,3,SODA,,67.6,2.67,0.03949704142,3.949704142,1,0,190,MARCH2015,1
1,3,ENERGY,,8.4,2.29,0.2726190476,27.26190476,1,0,193,MARCH2015,1
1,3,ENERGY,,6,2.29,0.3816666667,38.16666667,1,0,195,MARCH2015,1
1,3,TEA,,6,1.59,0.265,26.5,1,0,207,MARCH2015,0
1,3,SODA,,144,6.99,0.04854166667,4.854166667,1,1,16,MARCH2015,#N/A
1,3,SODA,,20,1.99,0.0995,9.95,1,0,214,MARCH2015,1
1,3,SODA,,67.6,2.67,0.03949704142,3.949704142,1,0,215,MARCH2015,1
1,3,SODA,,20,1.99,0.0995,9.95,1,0,219,MARCH2015,1
1,3,JUICE,,59,4.99,0.08457627119,8.457627119,0,0,231,MARCH2015,1
1,3,JUICE,COCONUT WATER,16.9,2.99,0.1769230769,17.69230769,0,0,232,MARCH2015,1
2,2,TEA,,23,1.06,0.04608695652,4.608695652,1,0,32,MARCH2015,0
2,2,SODA,,12,0.84,0.07,7,1,0,58,MARCH2015,1
2,2,SODA,,20,1.95,0.0975,9.75,1,0,59,MARCH2015,1
2,2,SODA,,67.6,2.79,0.04127218935,4.127218935,1,0,60,MARCH2015,1
2,2,SODA-DIET,,20,1.95,0.0975,9.75,0,0,61,MARCH2015,1
2,2,WATER,,33.8,1.46,0.04319526627,4.319526627,0,0,76,MARCH2015,0
2,2,SODA-DIET,,67.6,2.79,0.04127218935,4.127218935,0,0,97,MARCH2015,1
2,2,SODA-DIET,,12,0.84,0.07,7,0,0,104,MARCH2015,1
2,2,SODA-DIET,,20,1.95,0.0975,9.75,0,0,105,MARCH2015,1
2,2,SODA-DIET,,12,0.84,0.07,7,0,0,106,MARCH2015,0
2,2,ENERGY-DIET,,6,2.17,0.3616666667,36.16666667,0,0,108,MARCH2015,1
2,2,SODA-DIET,,12,0.84,0.07,7,0,0,111,MARCH2015,1
2,2,SODA-DIET,,20,1.95,0.0975,9.75,0,0,112,MARCH2015,1
2,2,ENERGY-DIET,,8.4,2.17,0.2583333333,25.83333333,0,0,113,MARCH2015,1
2,2,ENERGY-DIET,,6,2.17,0.3616666667,36.16666667,0,0,114,MARCH2015,1
2,2,SODA,,12,0.84,0.07,7,1,0,126,MARCH2015,1
2,2,SODA,,20,2,0.1,10,1,1,130,MARCH2015,1
2,2,SPORT,,20,1.33,0.0665,6.65,1,1,139,MARCH2015,1
2,2,ENERGY,,6,2.17,0.3616666667,36.16666667,1,0,162,MARCH2015,1
2,2,SODA,,12,0.84,0.07,7,1,0,171,MARCH2015,0
2,2,SODA,,12,0.84,0.07,7,1,0,188,MARCH2015,1
2,2,SODA,,20,1.95,0.0975,9.75,1,0,189,MARCH2015,1
2,2,SODA,,67.6,2.79,0.04127218935,4.127218935,1,0,190,MARCH2015,0
2,2,ENERGY,,8.4,2.17,0.2583333333,25.83333333,1,0,193,MARCH2015,1
2,2,ENERGY,,6,2.17,0.3616666667,36.16666667,1,0,195,MARCH2015,1
2,2,TEA,,6,3.28,0.5466666667,54.66666667,1,0,196,MARCH2015,0
2,2,TEA-DIET,,6,1.95,0.325,32.5,0,0,206,MARCH2015,0
2,2,TEA,,6,1.95,0.325,32.5,1,0,207,MARCH2015,0
2,2,SODA,,12,0.84,0.07,7,1,0,213,MARCH2015,1
2,2,SODA,,20,1.95,0.0975,9.75,1,0,214,MARCH2015,1
2,2,SODA,,67.6,2.79,0.04127218935,4.127218935,1,0,215,MARCH2015,1
2,2,JUICE,COCONUT WATER,16.9,2.17,0.1284023669,12.84023669,0,0,232,MARCH2015,0
2,8,MILK,WHOLE MILK,128,4.99,0.038984375,3.8984375,0,0,42,MARCH2015,0
2,8,MILK,WHOLE MILK,64,3.99,0.06234375,6.234375,0,0,43,MARCH2015,0
2,8,SODA,,12,0.99,0.0825,8.25,1,0,58,MARCH2015,1
2,8,SODA,,67.6,2.24,0.03313609467,3.313609467,1,0,60,MARCH2015,1
2,8,WATER,,23.6,1.39,0.05889830508,5.889830508,0,0,77,MARCH2015,0
2,8,SODA-DIET,,67.6,2.24,0.03313609467,3.313609467,0,0,97,MARCH2015,0
2,8,SODA-DIET,,12,0.89,0.07416666667,7.416666667,0,0,104,MARCH2015,1
2,8,SODA-DIET,,12,0.99,0.0825,8.25,0,0,106,MARCH2015,0
2,8,SODA-DIET,,12,0.99,0.0825,8.25,0,0,111,MARCH2015,0
2,8,SODA-DIET,,20,1.89,0.0945,9.45,0,0,112,MARCH2015,1
2,8,ENERGY-DIET,,8.4,2.24,0.2666666667,26.66666667,0,0,113,MARCH2015,1
